time,power[1],power[2],power[3],power[4],power[5],power[6],power[7],power[8],power[9],power[10],power[11],power[12],power[13],power[14],power[15],power[16],power[17],power[18],power[19],power[20],power[21],power[22],power[23],power[24],power[25],OA Wetbulb Temp
150.0,999271.1367284827,984617.991906927,979952.5163145886,993900.1245134035,1023759.2343327674,984293.4628482427,1014821.8482476705,989027.6665566389,1044652.1092929494,1011420.3676532079,1031089.8554061955,1022493.6795156787,969693.8397816289,646911.5707394955,1017586.5833395558,970092.1492153405,951174.8032822685,1001808.1161384686,999311.6517939962,976414.8795762778,996671.2653544511,1050691.7136498115,1011635.9356473332,1044471.7028233543,1003295.6545330767,4.666666666666666
165.0,995510.0206952777,982398.7733094943,980656.0590406242,990407.3766533883,1025485.1951352375,984016.4627845467,1012192.7271075909,985623.0829232915,1048908.6799186503,1011758.5750197952,1032821.6480623406,1024232.4291935414,967960.8975141131,646191.3310907461,1019974.5401048241,967672.6152836808,945152.6704827916,1002194.993310691,994781.5523543576,976818.158270547,996150.3845771663,1048217.158011546,1009381.3030589537,1042037.5428164388,1002103.3783797378,4.666666666666666
180.0,1000353.3460334443,986383.1151422282,982886.0792654179,989614.210252159,1023934.559178868,985717.1932838876,1016311.5457374342,990983.3438752716,1053340.3179663476,1012821.4164412005,1030144.3389705548,1025756.8666955641,969374.2355393531,647237.3102417719,1020177.9046318227,969441.1485038066,948925.2693470204,1005866.3495175341,996178.5466812198,977689.0649366116,998341.4272312702,1048415.9818681399,1011874.6098048284,1045369.5987235513,1005272.5432792427,4.666666666666666
195.0,994178.0687637151,986922.9203714428,981051.7753809721,986890.3858958711,1025242.8693994788,982892.5154577465,1014820.8714685754,984827.0945480156,1052114.6798350802,1013847.3978437727,1032312.7578480733,1022619.0888149292,969267.0435195203,647002.6922964911,1020730.537404896,969476.291995595,949787.49771952,1004431.2069860514,993741.7989483118,974364.5292700808,998835.3254729708,1048105.1337644279,1009098.5476103553,1043919.0776375966,1003964.3208222485,4.652777777777778
210.0,994703.4079349124,986208.5165861669,981606.139497013,985187.4894591903,1026033.3142266353,979552.945153905,1014810.8574791119,987684.927225314,1051830.35662102,1013043.9627087761,1029651.953306041,1024497.529688903,969262.7791017703,644314.0420213168,1020543.7164468673,968668.4054822586,949393.9309411262,1003487.4605819269,993278.6564724913,971757.4877227879,998857.1641530062,1049230.5298816117,1009031.3088440638,1041864.4343807825,1000443.9529084268,4.638888888888886
225.0,998102.5953323373,987346.5715198879,981119.4893400177,989602.7634706758,1022462.2074225813,983767.7086386542,1016481.6502266799,988187.0302984752,1053445.7693729494,1011444.2877920702,1031993.9886436211,1024909.6658817466,972556.7031700091,646034.8936357127,1018765.846107436,968612.1225620853,946683.3731466216,1002806.0129775725,994745.705641836,973010.5050498571,1000530.7940981586,1046419.0611089781,1011732.1753390308,1041414.491602221,1001862.2195584114,4.624999999999997
240.0,998490.8415175794,989425.4473879102,979595.3561929049,988407.8080743348,1021844.9362224033,984267.1786002722,1014266.546960359,987634.9479306211,1052553.911782904,1011894.7819150542,1025379.6235455716,1022295.3440743464,970328.1584687124,645521.0589466856,1017353.7423715597,967500.5145479665,943889.5580026085,1002433.5866745426,993085.4074787482,971711.6659901178,999152.4721028898,1051610.166937991,1009144.3108588175,1042002.954780234,997675.3796443844,4.61111111111111
255.0,999621.9013816641,988811.7361420236,985068.7143353856,988400.604988827,1023053.650150696,985659.3341317954,1015880.8454794309,989828.0696262451,1053397.3499888505,1011952.9238902997,1032712.6898171353,1025584.1250846029,973842.385876169,645673.1380954102,1017823.1677328238,970511.16324278,946392.0092489844,1006096.6845243755,996078.5510720203,978376.6776204612,1000272.3437866708,1049231.8885996665,1011861.6703365678,1042810.5569811639,999868.1210036395,4.624999999999997
270.0,1001915.4511518634,987219.5666048732,987453.6782404452,991187.1422517357,1024261.4621841916,989363.9542157239,1019822.7232049203,988530.3395027381,1056431.8972501904,1013474.8837687854,1033250.0873772422,1026732.7990191298,975987.5658747675,644684.9736618611,1017818.8610890302,969008.600101459,946323.328208588,1006338.9545732721,998984.0322388246,978675.9107511324,1000958.1917425729,1047341.1376483338,1013579.826689653,1047123.7900830046,1001050.2600574682,4.638888888888886
285.0,629058.1472793584,620276.5043007664,617522.6112950617,619960.1594044494,643147.3526292054,621284.6810972618,640949.6235086697,620030.0197427885,658482.7070964453,637734.8072430096,649642.7012176637,641051.1606794628,614531.4148005836,406120.80975853925,639117.2173356821,610374.2315489745,594815.4117803344,632710.3826188562,627548.7907883159,612001.3265448861,627366.8597796025,656907.3829191232,637681.8513701152,658882.5380432967,628581.693076157,4.652777777777778
300.0,639623.8818315486,637817.5154270892,631074.9717978399,636014.5591596765,664551.1577789537,634764.5731464531,651032.9747362473,633238.8052033619,668226.9711602678,655300.9632980407,668857.7677047263,658451.1828256387,631894.1871759951,413484.22510759416,655860.3166411942,626018.7582825314,612978.8720676358,648454.1324592511,642164.7382063479,626692.8654540603,640585.606168733,673220.4326980619,652391.8715558472,673859.0125537768,649729.9117718224,4.666666666666666
315.0,1021282.6018389167,1020765.4388225101,1008135.9469414586,1016718.1983453972,1060478.0215878966,1013835.3372151491,1037538.3282300951,1013189.4358408567,1070313.2691711124,1052499.6358617588,1071037.6307835432,1052464.7565840404,1009254.9313714433,661767.1638250918,1047229.351250365,1000953.2053921578,977468.0951243754,1035059.5460863521,1026275.920646649,997246.5103201884,1027766.7688318545,1073411.10455518,1043084.5867237132,1080300.3841900327,1040759.5335581943,4.666666666666666
330.0,1019090.2281083898,1019905.4795314098,1007800.0872276999,1017298.4646294569,1060653.218582631,1014869.3725182231,1039021.0858017191,1013801.0378884656,1072289.599111199,1056121.4154759017,1072845.0799152025,1054419.7609229812,1010756.861006426,659604.3396562511,1051449.2497985766,999274.0803396181,979218.1229368342,1038529.2279271899,1025565.1363220174,1000157.8577798157,1029230.1130574833,1075205.350456277,1046827.9774759609,1080054.2520655096,1042222.7528181083,4.666666666666666
345.0,1018360.837026695,1019736.5008408608,1010594.8803717787,1015052.5962809593,1063387.3506881078,1017259.2281613738,1042022.2970517433,1016368.6962681809,1068073.916607692,1054080.7875571023,1070134.3094941643,1052770.2737058434,1009323.4519665397,660784.4102930176,1053289.1868201497,1002524.7373762488,982822.0916993818,1035119.7856663088,1026258.9277827443,1004884.8263682885,1030000.867909322,1075008.2759772192,1047360.8862935725,1076722.1335999158,1041289.3223789068,4.666666666666666
360.0,1018246.4446916041,1020771.0490253347,1012481.301234096,1016478.76624385,1060650.277825914,1016270.3772310748,1042609.9589463882,1018123.4661143818,1071913.777497,1053729.1979462055,1074059.224768571,1055820.3255197136,1013649.1224408733,658985.8575843094,1053567.304067677,997996.5014279877,979773.939803667,1036962.0447083224,1024445.2207930802,1003691.9453263634,1023980.7271976637,1077914.0346402957,1045461.7541113625,1081051.5260943342,1038215.5176868874,4.666666666666666
375.0,1018503.9539891989,1023149.7192556505,1008911.5231912952,1013660.51845776,1061863.753719203,1013782.4661002398,1042702.3795442588,1021126.5999761089,1066369.1594829897,1050292.3209696808,1069686.0761401793,1051929.7855043542,1009601.6199844992,658158.0052159171,1056554.4239909868,999455.6593182693,979524.6528977195,1039307.9330262194,1026099.1199794147,1000690.7736393588,1024542.4273095179,1073951.908235673,1042695.1991016511,1078344.1917316276,1037015.7813553248,4.666666666666666
390.0,1019341.5568130162,1023008.402898437,1006705.2139528239,1016167.4787692389,1061223.5021115395,1018249.8725653677,1039709.5042233529,1019002.1896301291,1066772.5858996531,1050235.0506769593,1072099.3892607186,1054291.6936516028,1009339.1093819528,658811.3505466742,1054030.0967039294,999003.111075462,980138.5827475088,1040880.2648456347,1025944.8814362853,1000691.0252897438,1022018.9182638366,1075751.8599657675,1044461.9466103595,1082669.7954759514,1039746.4860625792,4.666666666666666
405.0,1019959.245988309,1021979.2801249163,1012853.6226870385,1016312.245099911,1062568.1710900324,1015228.4934033899,1044456.1739026841,1017598.1728553777,1068802.8302234458,1056106.7783767364,1071157.2736550008,1056585.8688702595,1010146.6667855283,661117.6506624463,1059625.8979537343,1004178.3356328118,981182.4857332013,1040140.9342166698,1029143.3926069678,1003238.0495444253,1023599.749040415,1072284.7825452804,1046764.311204892,1080881.7614752227,1041741.9808328626,4.666666666666666
420.0,1022088.0638305706,1022670.5835421985,1015368.6865004634,1013039.7154386658,1063518.94109553,1015314.6998176337,1043398.106497188,1017997.5372381954,1070191.818356157,1056271.4668998762,1071992.584377444,1054459.7535318309,1010632.2851222116,661396.4434301752,1061591.9057956492,1004248.39054387,980171.6710429928,1040286.9890878504,1026051.4272008454,999862.3243367048,1025086.2637697387,1069654.6967193051,1044480.9978653501,1080965.5239588346,1040344.090664271,4.666666666666666
435.0,1023936.5365936646,1025687.0377826783,1018043.4514767445,1009522.9388159111,1061959.4873184292,1017425.8246342195,1042513.6700829441,1021243.9292865475,1071570.4975888808,1056802.6673304946,1071310.3341207192,1055779.179527444,1011233.3689457322,662490.6026500447,1057162.4207555852,1003427.6395119017,980342.1284246322,1043956.8177912604,1022185.8927428853,1003848.5345893009,1019821.1443127648,1074100.6190534814,1043668.051642163,1077850.2575966704,1039720.442497746,4.666666666666666
450.0,1026639.0214834579,1027110.7081981568,1020300.854280172,1007920.8998145588,1062233.1651086663,1015035.3559292266,1041702.0819798624,1020790.3213769954,1074948.043589846,1062707.9444003585,1075953.0602292821,1059417.7038048962,1010148.2689181889,662487.2946629483,1061596.9686997002,1005157.3471411301,984238.4814643388,1044042.4411730149,1025978.9316558894,1005495.8741338564,1025615.7025105307,1074954.8790445644,1050302.2852021381,1078390.4069185406,1040258.1600249801,4.666666666666666
465.0,1027725.1035781208,1024685.9779414466,1017041.7938012056,1011689.7327432599,1065306.9007775867,1012084.8863739439,1043807.8752096316,1023261.4040477682,1079431.079658584,1061399.75523838,1073441.1144044015,1061918.2041225112,1011371.0738016041,661660.3065245971,1061918.8610866403,1005476.0992365545,986096.1669213393,1043820.859625046,1023677.4379626977,1002991.5065607745,1026066.8669107229,1078152.6287001716,1048593.6430375513,1082060.8531871545,1040622.6247299758,4.666666666666666
480.0,1027768.4755932098,1027472.9317452975,1018064.7911759124,1008560.1486060229,1065792.9358529493,1016339.7473434402,1048820.139207527,1022430.6202995845,1077143.7168902261,1059568.6301978377,1075520.7394691377,1062623.210769262,1011004.3505184363,664272.1630499416,1060467.666747029,1004927.7363827205,988534.2457506751,1043521.129443409,1023749.3249561655,1003067.9117037387,1029122.7985619238,1074929.4528698535,1046829.6004795234,1080820.5401009975,1041890.1286931571,4.666666666666666
495.0,1026700.4056494579,1028055.0372067733,1017265.6643571018,1012060.805195454,1067539.5454639636,1015734.7212479278,1049290.1040554047,1024166.7018885973,1076561.000434757,1059445.3213423323,1071795.4155679347,1058080.8661952424,1010500.3801336555,665489.995531954,1059900.0155303758,1006160.7368692041,989332.3346868429,1042255.2312737372,1026765.422888781,1005405.1696384471,1033185.2363550937,1074891.7206929536,1051680.2282732439,1083747.3778561403,1047215.0087051308,4.666666666666666
510.0,1030754.5039328241,1031908.9472910208,1017384.8148071165,1014580.0145851475,1070627.6229942017,1016253.8187384072,1051541.227784434,1026025.9737237921,1078116.687335407,1063576.1214148905,1073004.2947086454,1061206.5149629356,1012181.9498404877,666073.4276788436,1064083.7094752954,1005816.2476943661,993251.07906906,1045882.8894977921,1028110.4325466069,1003587.892408394,1034300.55394528,1079450.1476220794,1050565.3393933456,1084030.7698530774,1050104.9491127848,4.666666666666666
525.0,1031024.9224737774,1034464.640343777,1021183.2132081216,1016174.2946038325,1071767.3926748133,1018806.1482592811,1052702.1779280398,1023822.6003848035,1077494.4227588102,1064662.5933646192,1075262.978076658,1062318.144927217,1011320.7067504236,669510.8517318667,1062941.9468838992,1006640.5739672917,989619.9188750943,1044546.3417032947,1030474.7589575669,1005890.4838472997,1032946.6174864463,1078014.367666507,1051089.2234040727,1083049.5782480123,1051181.116588132,4.666666666666666
540.0,1033259.5907446607,1033058.9595422946,1021285.7982904519,1017362.787901621,1070563.6587765748,1017564.9924375954,1052299.8044043465,1028611.278942975,1081076.2503490315,1062365.1010671796,1071571.451462515,1060977.5618096432,1008936.1122317676,669968.7986648426,1061879.5664975685,1003201.3481386447,989687.1901100202,1043655.7077590063,1029697.1891193012,1005399.2162952445,1032485.2597813829,1078613.475744359,1053876.5774702507,1084740.7781581911,1053121.1821286408,4.666666666666666
555.0,641573.1796277579,641346.2809267079,638409.8867414447,636089.4267999191,668516.649124614,634955.4623314604,654492.4914754587,638033.6065637826,674953.6418788488,660305.2421671977,668186.372911338,661058.4146725168,632285.5902758325,415629.02733596746,660484.8949558326,624909.9116289943,617102.0418321195,653002.3872149702,643420.9338015318,629759.9575309296,643349.0133399589,671521.0682738281,656032.4892213978,675880.7826910007,654657.1985537382,4.652777777777778
570.0,255819.5009312345,255781.82129304617,251697.44942136988,251537.54104275198,261855.14419334318,251736.4681281129,260392.2776464282,250945.36117028006,269293.1852482325,260589.72357939565,265741.39312238264,261507.4103948699,252643.1923798208,162904.605115459,259401.2602859071,246596.42370025188,242717.69840461863,257464.33398472756,256077.94063043478,250433.7345626508,253558.16133039093,268435.8693354685,259675.15314891658,267583.9173707423,257743.14008256755,4.638888888888886
585.0,254642.8153863141,254127.40121076995,251550.35184678735,253858.36577310893,263020.67352568975,253995.0413654895,258696.5707275413,252499.41788589334,266629.5719329392,260149.5426932452,265833.1935333647,263569.15870098694,249656.90205301423,165438.1892252967,261117.9798260095,247127.4964485778,244496.6938833623,256662.15901281225,255389.61298823231,248334.46960409745,255296.3264332657,265138.4127022253,258981.3367676069,267948.4699206982,257187.3239482957,4.624999999999997
600.0,255700.03331348544,254219.65901259304,252367.66938729136,252922.7091850691,262411.2312794889,254123.21644936365,260967.62164240034,251003.09652443635,266994.1701609916,260252.3947688178,264601.6398853353,262834.8935110339,251231.29272059482,165506.67346304448,261003.17026873096,248943.21062630744,243511.24841201605,258406.58191870697,255190.13595606774,249734.52003470046,254816.08043477646,266987.0088503828,259932.17098435664,268778.7269486215,260099.443675948,4.61111111111111
615.0,257097.48052245667,255299.49263211794,249547.41319327313,251182.70086528218,262146.5739783362,251608.29850385876,260797.03052950773,251096.86364612644,269439.13216512377,260748.0573086681,265524.2678327036,262689.3665290342,252103.6975966514,164546.96607548927,259001.69122516888,245654.28173464577,244561.44185867574,259111.05798876527,255100.34739703705,251184.0412621529,254020.8082417518,267737.23168584454,259772.42509756304,266726.78926005994,257672.88408004766,4.597222222222221
630.0,256180.6205946804,256379.21263854028,252922.300379911,250761.4266460421,263131.4709807339,252845.39272610616,259008.13130933567,250641.72115147748,265739.1778663545,260057.01127013227,264994.5330822762,261034.26124809225,248375.55248634788,164827.00760807903,264135.1325221026,247191.2944047459,244264.2131204482,259146.4287323061,255622.76531097773,251183.02785106006,252797.69695837633,268409.0760334958,258827.46681408654,268065.4362023306,257611.90858941738,4.583333333333333
645.0,255573.45940290275,254722.84035768113,250669.2590211961,253089.92493525098,263770.7600561041,250913.00730228194,261267.7422593217,252064.4743693465,267061.88618023886,260143.00808206628,265508.083512521,262112.09378847317,253122.1646957133,165857.47460615574,260219.16414500817,247234.90344748963,243678.5545748981,258733.08860861673,255743.03940758615,249756.10343615475,252550.86549216986,268261.06988848466,260774.341195062,268563.65884770354,258331.36449862015,4.5694444444444455
660.0,255566.88334568052,252715.18084696768,253251.04699957202,252959.43785696014,262640.90315158636,252847.88422836098,261777.79281066963,252097.48171286753,267565.0232851537,261632.7372361445,265808.95639939804,263017.5885982586,251469.97346220587,165339.53274928604,260956.07207035393,246438.3441734908,244060.8505333367,255956.10032410437,254287.11357832747,249358.29873896632,253701.7424079595,265785.9589855139,258676.99326541697,267206.8788358524,257577.50276688274,4.555555555555557
675.0,256239.36595727605,255476.65479837114,253204.09110256957,252769.36880906546,263667.90503300336,253529.05746648106,257788.03161812734,252452.99112850428,265756.17372498324,260272.40404084168,267160.578106272,262252.5131291677,250554.60569410434,164609.88690272978,261466.56824706055,249595.51799575277,246035.71182957542,256587.62103646688,254165.2695444471,250121.2404622501,253661.64406749437,267704.45886581147,261071.58199358874,268396.5445778297,256862.94584486083,4.555555555555557
690.0,254338.8583020149,255206.61963118496,251940.97991571203,252187.7465019692,263394.81931560533,254047.95499540525,258868.76522836834,251123.28129895547,266875.82828158076,261998.7393982292,267448.33969454,262532.65219475667,250357.4753480209,166397.54289256057,260484.1209649343,247915.1983531408,244117.38147983502,258731.70618284092,256953.581320203,251348.5770424349,252649.99988837726,265906.77783629735,258332.32463948335,266813.8832774425,259126.49601165185,4.555555555555557
705.0,256650.82138875278,253770.92119159055,252406.3657796235,251946.54605023106,264499.19360663084,253710.58927670075,260608.9957594066,252530.4004931163,266746.8739518111,260238.98093754632,266863.84552112746,262892.08005288057,249068.1654003483,167651.29621632973,262508.71659496997,247273.1077285351,243917.50607848863,258684.70941622325,255039.29157100013,250763.1318077153,254492.42790963128,265978.18084042566,260473.30720162162,267906.19942335284,258302.59491633426,4.555555555555557
720.0,256272.6507025622,255509.91849656485,250230.37812024818,252678.23696941143,263100.5148590459,253228.60885790258,259217.76844820735,252048.89464292047,265793.75367571384,259813.19425000425,267251.50591056194,262008.21648264612,250403.7660138078,164273.48182801576,263067.02734430024,247356.50986517954,245549.5399685322,256844.3507935899,255360.4045733279,249392.12135460245,254893.34866651712,267033.4432366284,260661.48114932,267362.9399665779,258558.10108823044,4.555555555555557
735.0,255836.13111762717,254947.49000699862,251178.58116688064,251318.25075725283,261707.51144703518,253471.52685707132,260607.89511235076,252138.3312963674,268750.91710155114,259556.77360395543,266757.81700640847,261727.50784596102,252996.12318074369,162316.86009536622,260225.22837247828,246522.00468796134,245891.28539669613,256553.6517146098,254647.24021186942,250263.8035165925,255943.65875781546,267024.17654028715,259950.35201066697,266436.2598372917,257656.0362389401,4.555555555555557
750.0,256587.79048337077,255873.74260521072,250523.21619944007,252066.55365658837,262773.7455440582,252042.23943067962,259846.35770994812,251612.20643842279,267825.4945685057,261542.12545561354,265549.3019383809,259569.5777640683,251970.59251600556,165244.24984476808,258909.0126696268,249619.99201597096,244173.89309839965,259423.6078049188,256165.94328997165,249511.97282222874,254141.4188125536,268493.4356772014,262960.01163548755,269645.0452596668,258212.42707764552,4.555555555555557
765.0,255281.54501564568,254318.01561598718,250678.39897410813,251392.4775155981,262474.21579898923,252287.7208132374,259547.10318229793,250925.70711926706,267733.67912299745,259646.32868658047,265455.57071773626,262412.507079533,249518.6301532318,166699.36966056738,261362.78463302614,247675.8128880165,245752.35007248452,258537.86217193917,253389.70881537884,249098.99725187407,255468.95344729075,265078.1347317573,260832.49077086878,266529.67095338425,259965.2294159387,4.555555555555557
780.0,256703.90133974116,256317.41745434402,250787.06433390622,251273.55209820368,263894.20954191557,255537.10949867324,259472.46303133454,253959.63015867464,267731.0951933664,260202.68176161023,265293.6667539585,261210.21130989445,251146.1971713464,167160.63436399522,260860.41053717968,248532.60104357736,246238.35506366697,259496.40288390816,255921.2867883446,251210.09224335453,254176.84920771664,265005.21998309565,259785.94027641581,267649.71692991577,258815.61407038177,4.555555555555557
795.0,254794.70316247956,252870.32523103373,251452.7259082378,252626.76653754016,263577.67582995887,251956.32853127527,261627.84134792953,251371.50193856022,268383.1763713166,260309.22784623774,265467.01889800275,262340.5568865985,250893.31734941763,164716.39177539173,260715.82229106716,247667.08089493567,245732.6374762037,258073.96948999903,256742.2229574224,250911.23724149726,255050.67515043935,266516.3340683643,259517.29006477777,269442.24590342777,259142.181586283,4.555555555555557
810.0,255368.11941538262,254513.6847115424,251328.0245428844,251244.686134173,263330.35735693655,250546.25881657723,261661.48494472099,254668.86304071613,265330.96175805165,261375.7020561245,263969.24942003854,262387.42513986246,253393.1442555391,165883.57806283454,261375.1143148252,246379.00008753594,243141.67877091386,258589.6161250018,254025.89549739732,251541.90742010536,252612.3006792294,266309.0641614933,258376.68366871384,266957.8075574848,257355.56893334712,4.555555555555557
825.0,254125.2669963361,254556.7370722065,252709.74745952868,253054.1236370553,262187.2078950924,252930.82518979808,259492.044330773,253384.53267017266,268155.0744065529,258649.1575464566,265986.71652803855,262344.9400809469,251895.36796939364,165718.2073747766,261635.06428591095,246405.47004693252,242037.2586307238,256585.02764201962,255043.5085103511,252552.46555254038,252553.75295532116,265033.42303881695,259339.42233634047,266508.27874624217,257837.7367742739,4.555555555555557
840.0,255216.42181609754,253452.8768533383,251698.0008366724,252539.5663305212,262251.93402599177,252631.90577754402,259809.6025745747,250538.9345476474,267916.0410319907,261094.7607271152,264658.35985347175,261038.31524554605,251555.69133807876,166038.37543654788,259387.0752115336,246847.81042512658,244338.7626340496,256169.44192367987,256390.46155267916,249530.4689413224,253136.55013242585,267847.291960549,260489.9691410102,266487.02628597384,259897.47096779585,4.555555555555557
855.0,256201.08030404453,253862.5209625403,251658.76353136302,252817.2647695584,266067.9497327059,252461.32950984107,259474.828086893,251195.54279679054,267063.84913803317,262157.07104688097,265964.77517683053,261364.9064608596,249291.2484043292,164422.66111482523,260589.24044516162,246376.02505967705,245268.86495249614,257418.10890040812,254839.64924582606,250442.7068121907,255638.3032443716,268186.3199255507,261531.9354663459,268044.4243594966,257052.46925228657,4.555555555555557
870.0,255412.98823696634,254247.50668436172,252709.30136055654,250800.1073428291,266291.92396514816,252749.44873758865,259368.157785082,252176.78915525306,267166.3899513378,261114.79526013994,265845.1329332392,262635.6430604317,251982.06675216678,164349.93998216218,261088.0720050829,248528.07534240503,243966.40782540748,258452.43356547295,254818.34402335636,249216.7509998197,254615.17590710582,267644.01393208833,259113.6889613796,267527.5202181467,258878.63354083124,4.555555555555557
885.0,255062.6392682821,253248.06532070265,253142.3388788349,251413.60930552927,263078.5487393934,254587.75066450884,262118.10712746935,252533.55181468627,267878.2471905385,259230.27621869178,265244.82506444916,264279.6672995875,250808.26956401335,165844.59493315307,260195.78424381837,247376.41289549498,242576.29370534242,258048.47815209033,254895.15716852815,249575.2618847689,252330.25211304525,264856.26085524814,260942.9090795617,270254.8781517621,258070.08364241972,4.555555555555557
900.0,255430.6766661746,254921.06690953556,249646.7322263055,251555.98796330986,261912.45375907412,252642.98790504786,260725.43043646746,252791.80059337235,265373.0432877063,261219.27470640387,264810.3985437461,262082.48596011434,251086.84681672612,163942.45256652255,260638.4110090831,245662.00009134875,244020.35307916006,257325.9951808009,255212.43877246891,249382.70596737156,253856.47212235007,265560.888316799,258920.8797823207,268347.58501729456,256724.92076897365,4.555555555555557
915.0,255946.49946350636,253636.93515958753,251476.01387385195,251092.3249279019,263437.2220365633,252270.65686883414,262080.03367687238,252380.24436647398,268935.3971339674,260360.36174897393,266350.5135163419,262171.7287248269,250058.73379667153,166275.6086950888,261288.2316355298,247581.80394980047,244614.31267493052,258290.3491473342,255036.50073992397,250039.57517940237,254809.00284389875,269075.5662410578,260125.32728489893,267916.57359429274,260756.2846847289,4.5694444444444455
